Id;Predicted
0;0.05099019513593025
1;0.09219544457293057
2;0.050990195135926064
3;0.01999999999999602
4;0.058309518948451156
5;0.1063014581273454
6;0.06708203932499623
7;0.11045361017187186
8;0.09219544457293057
9;0.08062257748298356
10;0.10000000000000142
11;0.028284271247466325
12;0.05099019513593025
13;0.044721359549993255
14;0.06082762530298528
15;0.13152946437965396
16;0.030000000000001137
17;0.014142135623733162
18;0.08602325267043476
19;0.14560219778560873
20;0.05999999999998806
21;0.06082762530298528
22;0.08602325267042485
23;0.053851648071356756
24;0.06324555320336848
25;0.13601470508735714
26;0.15652475842498592
27;0.050990195135926064
28;0.07211102550926939
29;0.020000000000003126
30;0.036055512754642575
31;0.08246211251235058
32;0.05385164807134093
33;0.04472135955000279
34;0.06708203932499623
35;0.07280109889280437
36;0.09219544457293288
37;0.05830951894845725
38;0.06403124237432574
39;0.11401754250991354
40;0.06708203932499623
41;0.11401754250991354
42;0.08246211251235404
43;0.04472135955000279
44;0.022360679774996627
45;0.0860232526704232
46;0.10198039027184935
47;0.060000000000002274
48;0.04123105625617357
49;0.031622776601681994
50;0.07071067811865074
51;0.09433981132056686
52;0.12000000000000455
53;0.06708203932498352
54;0.1513274595042136
55;0.1204159457879279
56;0.1769180601295467
57;0.11999999999999744
58;0.022360679774996627
59;0.12529964086141726
60;0.050000000000005686
61;0.07071067811865576
62;0.12165525060596355
63;0.0921954445729244
64;0.14317821063275737
65;0.16031219541882508
66;0.0447213595499869
67;0.11999999999999744
68;0.1627882059610009
69;0.1627882059609948
70;0.1
71;0.1878829422805632
72;0.1166190378969084
73;0.11180339887498314
74;0.1414213562373095
75;0.10440306508910718
76;0.11401754250991229
77;0.07071067811865074
78;0.044721359549993255
79;0.131529464379668
80;0.09219544457293442
81;0.12806248474865703
82;0.13038404810405266
83;0.08485281374237887
84;0.2601922366251514
85;0.09899494936611203
86;0.09433981132056686
87;0.10049875621120234
88;0.07071067811864772
89;0.15297058540777542
90;0.0728010988928112
91;0.3827531841800931
92;0.060000000000002274
93;0.0860232526704232
94;0.04999999999999716
95;0.06324555320336848
96;0.04123105625617702
97;0.660984114786429
98;0.06082762530298528
99;0.05
100;0.03999999999999204
101;0.0538516480713528
102;0.0412310562561684
103;0.00999999999999801
104;0.0761577310586398
105;0.05
106;0.04123105625617702
107;0.1
108;0.09055385138137734
109;0.18384776310850404
110;0.17691806012953626
111;0.11401754250991354
112;0.11313708498984519
113;0.0984885780179667
114;0.1979898987322341
115;0.028284271247456274
116;0.04123105625617013
117;0.1431782106327643
118;0.13892443989449854
119;0.24738633753705522
120;0.15264337522473875
121;0.10770329614269372
122;0.0640312423743213
123;0.08062257748298268
124;0.09999999999999716
125;0.11401754250990981
126;0.12165525060595538
127;0.05385164807134093
128;0.11313708498985524
129;0.08944271909998967
130;0.03162277660168424
131;0.06324555320337298
132;0.09219544457293057
133;0.06708203932498988
134;0.2012461179749855
135;0.06082762530298528
136;0.060000000000002274
137;0.050000000000005686
138;0.036055512754638634
139;0.0761577310586398
140;0.08544003745317412
141;0.03605551275464652
142;0.08062257748298268
143;0.060000000000002274
144;0.04999999999999431
145;0.053851648071343565
146;0.05656854249491757
147;0.07000000000000028
148;0.06403124237433018
149;0.07810249675905556
150;0.0707106781186658
151;0.07211102550928121
152;0.09219544457293596
153;0.19104973174543016
154;0.16155494421402805
155;0.08544003745317412
156;0.11401754250991541
157;0.02236067977499345
158;0.10049875621120376
159;0.11704699910720878
160;0.09219544457293057
161;0.014142135623723113
162;0.05656854249491757
163;0.036055512754642575
164;0.05385164807134093
165;0.02236067977500298
166;0.036055512754638634
167;0.058309518948451156
168;0.11401754250991666
169;0.07280109889280437
170;0.04123105625618219
171;0.044721359549993255
172;0.08602325267041906
173;0.05
174;0.0984885780179667
175;0.08944271909998967
176;0.10816653826392378
177;0.14560219778561068
178;0.24166091947189391
179;0.36769552621699686
180;0.34014702703390126
181;0.11180339887498948
182;0.050990195135926064
183;0.08944271909998967
184;0.13416407864999247
185;0.05656854249492762
186;0.08485281374237384
187;0.028284271247461298
188;0.07810249675906647
189;0.058309518948451156
190;0.08246211251235404
191;0.10999999999999943
192;0.014142135623723113
193;0.06708203932499623
194;0.07211102550928121
195;0.07810249675906647
196;0.08944271909999287
197;0.031622776601681994
198;0.1
199;0.04999999999999431
200;0.07071067811865074
201;0.09999999999999573
202;0.09433981132057062
203;0.0860232526704232
204;0.14764823060233015
205;0.07071067811865074
206;0.1562049935181375
207;0.07810249675906102
208;0.07071067811865074
209;0.07810249675906647
210;0.08602325267042485
211;0.0800000000000125
212;0.05830951894844384
213;0.09848857801796021
214;0.053851648071343565
215;0.1910497317454253
216;0.04242640687119446
217;0.08062257748297916
218;0.08246211251235404
219;0.05000000000000426
220;0.09999999999999573
221;0.060000000000002274
222;0.08246211251235058
223;0.1802775637731971
224;0.23000000000000398
225;0.050000000000005686
226;0.09486832980505497
227;0.050990195135924676
228;0.14212670403552066
229;0.10049875621120376
230;0.0538516480713528
231;0.15264337522474483
232;0.1
233;0.3940812099047632
234;0.08062257748298268
235;0.24999999999999006
236;0.1769180601295515
237;0.02236067977499027
238;0.3195309061734196
239;0.028284271247471345
240;0.2863564212655272
241;0.04123105625617702
242;0.1303840481040483
243;0.17117242768623814
244;0.15811388300840998
245;0.13000000000000256
246;0.050000000000005686
247;0.45177427992305574
248;0.10770329614268845
249;0.08246211251235232
250;0.09219544457293134
251;0.08062257748298268
252;0.07211102550928515
253;0.04242640687119446
254;0.12083045973594696
255;0.08246211251235058
256;0.07211102550928121
257;0.036055512754638634
258;0.06082762530297827
259;0.09219544457293057
260;0.21400934559032986
261;0.06324555320336848
262;0.11999999999999034
263;0.41109609582189305
264;0.24041630560341645
265;0.12206555615734418
266;0.014142135623733162
267;0.6220128616033638
268;0.07071067811866179
269;0.6095900261651312
270;0.36496575181789304
271;0.282842712474621
272;0.08062257748297916
273;0.33615472627943255
274;0.01999999999999602
275;0.10000000000000853
276;0.2607680962080971
277;0.519999999999996
278;0.33120990323358773
279;0.11180339887498948
280;0.036055512754638634
281;0.0806225774829915
282;0.12000000000000455
283;0.09433981132056309
284;0.19999999999999574
285;0.5442425929675084
286;0.6300793600809299
287;0.4554119014694298
288;0.8386894538504608
289;0.6126989472816272
290;1.347367804276177
291;1.6519382555047257
292;1.4601369798755237
293;0.9372299611087941
294;1.3547324459095214
295;1.5901257811883973
296;2.668651344780731
297;2.3807561823924823
298;1.5602884348735004
299;0.9310746479203474
300;0.45617978911828955
301;1.0584894897919426
302;0.8811923740024058
303;1.0480935072788098
304;0.1702938636592656
305;0.5103920062069917
306;0.22360679774997896
307;0.07280109889280827
308;0.04999999999999716
309;0.07000000000000028
310;0.1526433752247327
311;0.08062257748297916
312;0.06324555320336848
313;0.10000000000000142
314;0.10816653826391787
315;0.13928388277184256
316;0.19924858845171126
317;0.13928388277184256
318;0.07071067811866279
319;0.11313708498985021
320;0.2580697580112745
321;0.050990195135924676
322;0.24758836806280507
323;0.022360679774996627
324;0.20223748416156984
325;0.12369316876852761
326;0.02236067977500298
327;0.13152946437965504
328;0.050990195135926064
329;0.24839484696748046
330;0.036055512754642575
331;0.08246211251235058
332;0.022360679774996627
333;0.02236067977499027
334;0.19235384061671137
335;0.19104973174543016
336;0.5008991914547278
337;0.12083045973594403
338;0.3190611226708739
339;0.4767598976424073
340;0.020000000000003126
341;0.08246211251235232
342;0.26172504656604617
343;0.2690724809414762
344;0.1720465053408497
345;0.06708203932499623
346;0.07615773105863326
347;0.07071067811865576
348;0.2600000000000051
349;0.06324555320337298
350;0.07071067811865576
351;0.23853720883753116
352;0.3894868418830143
353;0.13152946437965504
354;0.2758622844826749
355;0.3535533905932738
356;0.22472205054244251
357;0.16970562748477783
358;0.1603121954188109
359;0.12165525060596355
360;0.050990195135924676
361;0.13152946437965396
362;0.06403124237432574
363;0.05830951894845725
364;0.04999999999999431
365;0.06403124237432574
366;0.028284271247466325
367;0.11180339887498948
368;0.0761577310586398
369;0.07810249675906647
370;0.04242640687119446
371;0.13601470508735297
372;0.09433981132056309
373;0.1077032961426845
374;0.08544003745317412
375;0.09848857801796021
376;0.06403124237432574
377;0.158113883008423
378;0.4512205669071388
379;0.0799999999999983
380;0.036055512754638634
381;0.030000000000001137
382;0.07810249675907102
383;0.07211102550926939
384;0.04123105625617702
385;0.10295630140986539
386;0.08485281374238891
387;0.13038404810404883
388;0.09055385138137811
389;0.12041594578792732
390;0.058309518948451156
391;0.15620499351813658
392;0.07071067811865576
393;0.17029386365926602
394;0.08544003745317162
395;0.09999999999999432
396;0.12369316876852071
397;0.09219544457293596
398;0.1303840481040483
399;0.07071067811865576
400;0.06324555320336174
401;0.022360679774996627
402;0.08485281374238389
403;0.06403124237432574
404;0.11401754250991541
405;0.1063014581273454
406;0.13601470508735297
407;0.05385164807134093
408;0.10049875621121082
409;0.08485281374238389
410;0.10198039027185632
411;0.028284271247461298
412;0.12529964086141726
413;0.10049875621120376
414;0.06708203932498988
415;0.028284271247461298
416;0.11401754250991541
417;0.03162277660168649
418;0.050000000000001425
419;0.1627882059609926
420;0.15297058540778236
421;0.13601470508734984
422;0.07280109889280827
423;0.0761577310586342
424;0.06708203932499623
425;0.0799999999999983
426;0.07000000000000028
427;0.06708203932499623
428;0.09433981132057515
429;0.23021728866443064
430;0.058309518948451156
431;0.14422205101855648
432;0.24207436873820581
433;0.15620499351813294
434;0.2640075756488833
435;0.04000000000000625
436;0.08246211251235058
437;0.12000000000000455
438;0.16124515496597416
439;0.1431782106327643
440;0.15556349186103965
441;0.13601470508735297
442;0.13601470508735297
443;0.1499999999999943
444;0.06403124237434127
445;0.11999999999999744
446;0.08062257748298884
447;0.13038404810405266
448;0.21023796041628273
449;0.1972308292331624
450;0.08246211251235058
451;0.2549509756796345
452;0.10000000000000853
453;0.06708203932498988
454;0.158113883008423
455;0.11180339887499076
456;0.053851648071343565
457;0.05385164807134093
458;0.050000000000005686
459;0.09486832980505497
460;0.05385164807134752
461;0.11045361017187186
462;0.10295630140986539
463;0.10000000000000568
464;0.1140175425099067
465;0.14035668847618293
466;0.25942243542146254
467;0.12727922061357835
468;0.07211102550928121
469;0.10999999999999943
470;0.053851648071343565
471;0.13341664064125916
472;0.13453624047073043
473;0.1500000000000014
474;0.17691806012954628
475;0.07280109889279752
476;0.3006659275674555
477;0.4939635614091369
478;0.19416487838947213
479;0.0860232526704232
480;0.07211102550927923
481;0.06403124237432574
482;0.10816653826391984
483;0.08062257748298884
484;0.04472135954999007
485;0.13453624047074045
486;0.08544003745317412
487;0.08062257748297916
488;0.08944271909998967
489;0.10630145812734607
490;0.02236067977500298
491;0.10295630140987161
492;0.10198039027184935
493;0.09433981132056309
494;0.06708203932499623
495;0.05385164807134093
496;0.14317821063276084
497;0.12165525060596355
498;0.0800000000000054
499;0.090553851381364
500;0.2801785145224393
501;0.10198039027185074
502;0.10198039027185632
503;0.12000000000000455
504;0.22825424421026252
505;0.07211102550927727
506;0.07071067811865375
507;0.10000000000000142
508;0.03162277660168424
509;0.09055385138137734
510;0.14035668847618293
511;0.06403124237432574
512;0.13601470508734984
513;0.05
514;0.06708203932498988
515;0.12727922061357835
516;0.14560219778561068
517;0.07211102550928515
518;0.05
519;0.044721359549993255
520;0.14866068747317124
521;0.03605551275464652
522;0.06999999999999318
523;0.12649110640673922
524;0.06708203932499306
525;0.036055512754638634
526;0.07810249675906647
527;0.10198039027185074
528;0.09486832980504824
529;0.058309518948451156
530;0.06708203932499623
531;0.04123105625618219
532;0.13038404810405266
533;0.06324555320336174
534;0.2163330765278318
535;0.19104973174541973
536;0.18681541692268616
537;0.12165525060596823
538;0.3828837943815377
539;0.1414213562373065
540;0.04472135955000279
541;0.20999999999999375
542;0.08246211251235058
543;0.1414213562373105
544;0.08544003745318077
545;0.036055512754638634
546;0.036055512754638634
547;0.06403124237432574
548;0.13152946437965396
549;0.06324555320337073
550;0.13601470508735297
551;0.07071067811865375
552;0.1300000000000031
553;0.06082762530297827
554;0.21470910553583752
555;0.09486832980504824
556;0.1300000000000031
557;0.2220360331117442
558;0.1702938636592656
559;0.21633307652784362
560;0.46270941205037935
561;0.09055385138136948
562;0.08544003745317412
563;0.06082762530298528
564;0.06324555320337073
565;0.04999999999999716
566;0.07000000000000028
567;0.1063014581273454
568;0.10440306508910038
569;0.03162277660168424
570;0.07280109889280437
571;0.08062257748298444
572;0.09433981132056686
573;0.13416407864998928
574;0.0806225774829818
575;0.04999999999999431
576;0.09000000000000341
577;0.03162277660168649
578;0.058309518948451156
579;0.12083045973594403
580;0.06403124237432574
581;0.10999999999999943
